id,filename,title,description,context_note,auteur,creator,date,period,place,type_document,document_ref,figure_type,source_document,editeur,annee_publication,periode_couverte,langue,isbn,lieu_edition,collection_serie,chunk_id,page_ref,license,attribution,source_url,download_url,repository,source_figures_dir,source_path,original_filename,file_ext,file_size_bytes,checksum_sha256,width_px,height_px,download_status,download_date,quality_note
241,histoire_diplomatique_du_maroc_2__chunk_05_fig_01.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_01.png,,png,35493,eefc5eb6387c94d2a2b88c38d29839fd72a05771e24dacd2a712b20555366cc1,241,252,kept,2026-02-07,
242,histoire_diplomatique_du_maroc_2__chunk_05_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_02.png,,png,16895274,46e90fa7355f95a677ad85b1a6d5fb842472e3e86b5b53ba9a5735ff98da4f67,3175,4110,kept,2026-02-07,
243,histoire_diplomatique_du_maroc_2__chunk_05_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_03.png,,png,62152,c6a3d8d5411928cd486529f6957b8b73a978f0de9782dce03c895297fb4905bd,391,423,kept,2026-02-07,
244,histoire_diplomatique_du_maroc_2__chunk_05_fig_04.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_04.png,,png,54163,8a9eca7aa23543b87e447b9535da55de1d3e7e19b06764265416dc9f49b96043,348,338,kept,2026-02-07,
245,histoire_diplomatique_du_maroc_2__chunk_05_fig_05.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_05.png,,png,21087,2321bbc999d833dcd37b7ded8d1b307621f2fd493223d8b19eda48dfc5f85bfc,236,203,kept,2026-02-07,
246,histoire_diplomatique_du_maroc_2__chunk_05_fig_06.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_06.png,,png,1129281,8269c4581e222f91306f7039f5f4f00b39b6a13c5df555a4134ac59acb09bbfb,1411,1039,kept,2026-02-07,
247,histoire_diplomatique_du_maroc_2__chunk_05_fig_07.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_07.png,,png,574107,374b0b2927fc9796f69bd663766ca14d2859f25af2310949ebc0c4340b14b851,836,1091,kept,2026-02-07,
248,histoire_diplomatique_du_maroc_2__chunk_05_fig_08.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_08.png,,png,388076,f7bbf3b4024085fbdfad76b59e93508f7038768359dbf915c712632a8facecd1,673,769,kept,2026-02-07,
249,histoire_diplomatique_du_maroc_2__chunk_05_fig_09.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_09.png,,png,32200,45158f71f875d1a2eaa48467d7e5a7490a0bcda72826b0e41d0212135aa0f4e2,280,260,kept,2026-02-07,
250,histoire_diplomatique_du_maroc_2__chunk_05_fig_10.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_10.png,,png,30403,9a7cf4b51788f828e571e918bafbe2e2e9f3cbdbcfe87d64b9e29f848dd9952b,255,255,kept,2026-02-07,
251,histoire_diplomatique_du_maroc_2__chunk_05_fig_11.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_11.png,,png,14455,39cd03d55318c4a4376b9ac8c4c5b9fce0a8d5bddba001550abbd03dc93942d0,279,316,kept,2026-02-07,
252,histoire_diplomatique_du_maroc_2__chunk_05_fig_12.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_12.png,,png,110372,3dab04334c48f07338ac4db221c7d0375b693691eef3f4b58cd04f3628ab74d3,1199,498,kept,2026-02-07,
253,histoire_diplomatique_du_maroc_2__chunk_05_fig_13.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_13.png,,png,952870,514987aa5e655a4a7cd53eef1d68f18d0613b624a38ed61ea6532f3c86413493,1534,1029,kept,2026-02-07,
254,histoire_diplomatique_du_maroc_2__chunk_05_fig_14.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_14.png,,png,492762,0b6470d0f282a2b7dc7fe99fc9370a7a005280473f4fc1db8adb7a823ec03aa6,1072,1966,kept,2026-02-07,
255,histoire_diplomatique_du_maroc_2__chunk_05_fig_15.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_15.png,,png,675235,adab0ac18c445ea6b2dd2d51f603639ad8b05ca39b8947cf426030f5ea57c098,1454,1871,kept,2026-02-07,
256,histoire_diplomatique_du_maroc_2__chunk_05_fig_16.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_16.png,,png,385676,fca4b3fd6082b7c3bb758d14ead7e43f1557c3a7cffe1ec84a7285378dd6dd89,1109,832,kept,2026-02-07,
258,histoire_diplomatique_du_maroc_2__chunk_05_fig_18.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_05,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_05_fig_18.png,,png,470210,1b40d073b7e74adb8809b3419ded0f893c1c0153613a4ecf10e300c6bc284e5e,899,1142,kept,2026-02-07,
259,histoire_diplomatique_du_maroc_2__chunk_06_fig_01.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_01.png,,png,141212,e5c94d9466c44fc960a4da8c6afc440a4aa4f0c1af3b1c6ec364c336cf321a2b,1281,559,kept,2026-02-07,
260,histoire_diplomatique_du_maroc_2__chunk_06_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_02.png,,png,1311659,ca76bf4761ee95803da5ff5bc7989f384eb17aef268582f945f3c235532e1a7b,1498,1507,kept,2026-02-07,
261,histoire_diplomatique_du_maroc_2__chunk_06_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_03.png,,png,1205327,da633cb89771edd938dfa396b267b1ccd696163e98f29b42b3cf21cdb2cb7010,1424,1835,kept,2026-02-07,
262,histoire_diplomatique_du_maroc_2__chunk_06_fig_04.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_04.png,,png,707681,18bba268068626fbce940216285cba54d5a51ca2100072e7980708ac83e8e739,1140,1785,kept,2026-02-07,
263,histoire_diplomatique_du_maroc_2__chunk_06_fig_05.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_05.png,,png,27824,963d9e4d4cfeb5afcfca6d126d9cc0a3fc64f1f4344d457bdd56c80aa80a6a77,249,260,kept,2026-02-07,
264,histoire_diplomatique_du_maroc_2__chunk_06_fig_06.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Abdelhadi Tazi (عبد الهادي التازي),,,Antiquité - Période islamique,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 2",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2,Académie Royale du Maroc,1986,Antiquité - Période islamique,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_06,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 2/_FIGURES/chunk_06_fig_06.png,,png,43145,f5e42d1ae02d0f5eb31048fbf3904c016f3bb38d585d0422847dd29451efe723,261,282,kept,2026-02-07,
